,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
157,0.0,Mon Jan 08 18:50:01 +0000 2018,1.0,0.0,0.0,"In 1999 interview with Larry King, Pres. Trump said Oprah would be his ""first choice"" for VP https://t.co/mOEmcVZPdc https://t.co/2rsLZhmzVu",58,@CBSNews
158,0.5563,Mon Jan 08 18:30:01 +0000 2018,0.834,0.0,0.166,"""There was a very strong push on looking forward, looking to the future, doing better,"" New York Times reporter… https://t.co/nfDQCysv8i",59,@CBSNews
159,0.0,Mon Jan 08 18:15:01 +0000 2018,1.0,0.0,0.0,Kensington Palace releases two images of Princess Charlotte as she begins her first day at nursery school… https://t.co/o5au6qUCUQ,60,@CBSNews
160,-0.7269,Mon Jan 08 18:00:02 +0000 2018,0.736,0.264,0.0,"""Fire and Fury"" publisher says any effort by Pres. Trump to suppress the book would be ""flagrantly unconstitutional… https://t.co/obIM8oFNee",61,@CBSNews
161,0.0,Mon Jan 08 17:45:01 +0000 2018,1.0,0.0,0.0,"With just a few days left in office as NJ governor, Chris Christie says if not for Trump, he'd be president… https://t.co/jqc7PPDe4G",62,@CBSNews
162,-0.5106,Mon Jan 08 17:30:35 +0000 2018,0.788,0.212,0.0,"After CNN's Jake Tapper cut short a contentious interview with White House aide Stephen Miller, a source says Mille… https://t.co/xfQljfoZ1O",63,@CBSNews
163,0.4939,Mon Jan 08 17:07:41 +0000 2018,0.849,0.0,0.151,"President Trump once praised Oprah as a viable presidential running-mate nearly 20 years ago on CNN's ""Larry King L… https://t.co/rJyHRTu5CV",64,@CBSNews
164,-0.3182,Mon Jan 08 16:40:35 +0000 2018,0.887,0.113,0.0,"""We all must boycott H&amp;M till they apologize,"" social media users said, slamming clothing brand H&amp;M over a ""racist""… https://t.co/P2QIsjrl1Q",65,@CBSNews
165,0.4588,Mon Jan 08 16:20:38 +0000 2018,0.833,0.0,0.167,"Steve Bannon said there is a ""33 and a third percent chance [Trump] would limp to the finish line but a 0% chance h… https://t.co/mlwCjiasXQ",66,@CBSNews
166,-0.5106,Mon Jan 08 16:00:43 +0000 2018,0.732,0.268,0.0,"H&amp;M monkey hoodie sparks outrage for ""racist"" image https://t.co/3HULZ5CKAB https://t.co/k3pQTyrAt8",67,@CBSNews
167,-0.872,Mon Jan 08 16:00:03 +0000 2018,0.476,0.524,0.0,California man arrested on suspicion of fatally stabbing his housemate https://t.co/8dkPy5xOzY https://t.co/yEQ0sxaJPd,68,@CBSNews
168,0.6369,Mon Jan 08 15:45:01 +0000 2018,0.811,0.0,0.189,"Uber's self-driving flee will be powered by Nvidia chips, best known for its computer-graphics chips, who are also… https://t.co/7ZpZvDKnps",69,@CBSNews
169,0.4019,Mon Jan 08 15:31:01 +0000 2018,0.863,0.0,0.137,"The Trump administration is ending special protections for emigrants from El Salvador, forcing nearly 200,000 to le… https://t.co/hZWh6QPxBQ",70,@CBSNews
170,0.3612,Mon Jan 08 15:15:01 +0000 2018,0.719,0.096,0.186,Miss The 2018 Golden Globes? Here's a full list of all the winners: https://t.co/N7kx6zcPpT https://t.co/ILSZZdOiHA,71,@CBSNews
171,0.0,Mon Jan 08 15:11:15 +0000 2018,1.0,0.0,0.0,"""She would absolutely do it,"" Oprah's longtime partner Stedman Graham said of her potential presidential run. This… https://t.co/9XD5HAa22N",72,@CBSNews
172,0.0,Mon Jan 08 14:56:34 +0000 2018,1.0,0.0,0.0,“I think there had been a lot of talk and buzz about Oprah. On our own @CBSThisMorning she was asked about it...She… https://t.co/PCyiknqgub,73,@CBSNews
173,0.6369,Mon Jan 08 14:52:20 +0000 2018,0.802,0.0,0.198,"CBSN's panel discusses Natalie Portman's subtle comment when announcing the ""make"" nominees for best director. ""I t… https://t.co/eGQycGJL7b",74,@CBSNews
174,0.0,Mon Jan 08 14:48:30 +0000 2018,1.0,0.0,0.0,"“The way she handled it, the way she was able to encapsulated so many different issues, without saying Harvey Weins… https://t.co/hDeSg3Fdvz",75,@CBSNews
175,-0.296,Mon Jan 08 14:45:56 +0000 2018,0.909,0.091,0.0,"""There were no questions about 'who made your dress?' And so I think we have to see what happens at the Oscars and… https://t.co/SIQq8qOEJW",76,@CBSNews
176,0.296,Mon Jan 08 14:44:01 +0000 2018,0.909,0.0,0.091,"HAPPENING NOW: CBSN holds a panel on the Gold Globes and the women who stood in solidarity with the ""Me Too"" and ""T… https://t.co/ufpQsgLbNo",77,@CBSNews
177,0.0,Mon Jan 08 14:35:01 +0000 2018,1.0,0.0,0.0,Queen Elizabeth speaks in rare interview for new documentary about her coronation 65 years ago… https://t.co/xYhKaD6nND,78,@CBSNews
178,0.0,Mon Jan 08 14:20:01 +0000 2018,1.0,0.0,0.0,"President Trump plans to make the cross-country trip to visit border wall prototypes in San Diego, after he deliver… https://t.co/0Zgsw9wY2a",79,@CBSNews
179,-0.296,Mon Jan 08 14:05:01 +0000 2018,0.909,0.091,0.0,"""I think [@POTUS] probably had no idea he was speaking to me for this book. When I would meet the president in the… https://t.co/kRFiS157w2",80,@CBSNews
180,-0.0608,Mon Jan 08 13:50:48 +0000 2018,0.839,0.085,0.076,"How food tastes is not just determined by the ingredients used to make it. At a research kitchen in London, a top c… https://t.co/yz19KdZiR1",81,@CBSNews
181,0.5423,Mon Jan 08 13:36:47 +0000 2018,0.791,0.0,0.209,"On Sunday, actresses brought prominent activists as their Golden Globes guests to stand in solidarity with the “Tim… https://t.co/aAOzibyzLe",82,@CBSNews
182,0.0,Mon Jan 08 13:34:42 +0000 2018,1.0,0.0,0.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/xSr1XqDuGC,83,@CBSNews
183,0.0,Mon Jan 08 13:21:03 +0000 2018,1.0,0.0,0.0,Queen Elizabeth II is revealing secrets about the day she was crowned nearly 65 years ago. The queen was interviewe… https://t.co/JR1wbjD7I6,84,@CBSNews
184,0.128,Mon Jan 08 13:15:35 +0000 2018,0.889,0.0,0.111,Trump legal team has discussed possible presidential interview with Mueller's team https://t.co/JZJcxCmRyD https://t.co/3cXyrfrXOA,85,@CBSNews
185,0.4588,Mon Jan 08 13:15:24 +0000 2018,0.857,0.0,0.143,"New study reveals a longer life might be an unexpected benefit of cataract surgery, the most frequently performed o… https://t.co/RQzryKZwLN",86,@CBSNews
186,-0.296,Mon Jan 08 13:10:01 +0000 2018,0.901,0.099,0.0,Police are searching for a sports reporter who has gone missing in the Houston area after they found her Jeep just… https://t.co/DO7aA2Xmu8,87,@CBSNews
187,0.4215,Mon Jan 08 13:09:50 +0000 2018,0.865,0.0,0.135,Oprah’s powerful Golden Globes speech fueled speculation that she will run for president in 2020. Her long-time par… https://t.co/CKku82qAVD,88,@CBSNews
188,0.4588,Mon Jan 08 13:05:44 +0000 2018,0.857,0.0,0.143,The Golden Globes put female empowerment at the center of the awards season on Sunday night. @etnow’s @KevinFrazier… https://t.co/dM6fQgCbmk,89,@CBSNews
189,0.0,Mon Jan 08 12:53:39 +0000 2018,1.0,0.0,0.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/N2zVifBK8j,90,@CBSNews
190,-0.34,Mon Jan 08 12:51:01 +0000 2018,0.897,0.103,0.0,"Aerial views show fire at Trump Tower in New York City, and people posted video and images to social media, showing… https://t.co/xjF50djZae",91,@CBSNews
191,0.128,Mon Jan 08 12:46:09 +0000 2018,0.795,0.092,0.113,Apple is facing new pressure to help curb what is being called children and teen’S addiction to it’s smartphones. T… https://t.co/OWZmjaq2fe,92,@CBSNews
192,-0.34,Mon Jan 08 12:41:36 +0000 2018,0.897,0.103,0.0,"There appears to be a fire at Trump Tower in New York City, where Pres. Trump keeps a residence. The president is c… https://t.co/IBt4ILZGrT",93,@CBSNews
193,0.0,Mon Jan 08 12:37:05 +0000 2018,1.0,0.0,0.0,People living near some Air Force bases are expressing concerns after the EPA detected toxic chemicals that may hav… https://t.co/1kDAHeuZEK,94,@CBSNews
194,0.0,Mon Jan 08 12:36:18 +0000 2018,1.0,0.0,0.0,"Here are three things you should know this morning:
1?? Mueller to interview president?
2?? Airbag recall expands… https://t.co/qLulbWQe5I",95,@CBSNews
195,-0.3943,Mon Jan 08 12:35:06 +0000 2018,0.831,0.169,0.0,"MORE: It is unclear what started the fire and where it is coming from, but firefighters are there. @CBSThisMorning… https://t.co/W7mxxkWqAf",96,@CBSNews
196,-0.34,Mon Jan 08 12:33:31 +0000 2018,0.862,0.138,0.0,DEVELOPING: Fire at New York City's Trump Tower; aerial views show firefighters on the roof https://t.co/LBqYMCa1kG,97,@CBSNews
197,0.0,Mon Jan 08 12:21:45 +0000 2018,1.0,0.0,0.0,A water main burst flooded most of terminal four at JFK International Airport Sunday. Between that and the winter w… https://t.co/4P2U2luzy0,98,@CBSNews
198,0.0,Mon Jan 08 12:21:38 +0000 2018,1.0,0.0,0.0,".@NorahODonnell: It does read that your main source is Steve Bannon, is that correct?
@MichaelWolffNYC: That would… https://t.co/DbxEBicS96",99,@CBSNews
199,-0.2263,Mon Jan 08 12:21:01 +0000 2018,0.899,0.101,0.0,Natalie Portman calls out Hollywood Foreign Press Association for snubbing female directors at this year's Golden G… https://t.co/zga0bwH1Zf,100,@CBSNews
200,0.7003,Tue Jan 09 02:35:03 +0000 2018,0.766,0.0,0.234,"Delegates from North Korea and South Korea greeted each other with a ""Happy New Year"" as they arrived at the Peace… https://t.co/6rYxzhGkzN",1,@CNN
201,0.0,Tue Jan 09 02:31:06 +0000 2018,1.0,0.0,0.0,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/47kkDmG2xK,2,@CNN
202,0.4404,Tue Jan 09 02:26:29 +0000 2018,0.868,0.0,0.132,Fans waiting in the rain for the college football playoff championship game in Atlanta had a mixed reaction to Pres… https://t.co/20nw3IDvxr,3,@CNN
203,0.0,Tue Jan 09 02:21:06 +0000 2018,1.0,0.0,0.0,President Donald Trump has tasked chief of staff John Kelly with shepherding his immigration proposals through Cong… https://t.co/XZjr81vYdH,4,@CNN
204,0.2235,Tue Jan 09 02:11:07 +0000 2018,0.9,0.0,0.1,The White House re-nominates KT McFarland for an administrative post despite warnings from Democrats they are unlik… https://t.co/VP6E0NKcQg,5,@CNN
205,0.3612,Tue Jan 09 02:05:19 +0000 2018,0.865,0.0,0.135,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/AdWpHyCdMX",6,@CNN
206,0.2023,Tue Jan 09 02:01:06 +0000 2018,0.899,0.0,0.101,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/Fcg6WgY1nZ https://t.co/EPlm7dqr6H,7,@CNN
207,0.296,Tue Jan 09 01:51:06 +0000 2018,0.885,0.0,0.115,President Trump signed a measure creating a new national historic park for Martin Luther King Jr. during a trip to… https://t.co/pb2SeMsNTL,8,@CNN
208,0.4939,Tue Jan 09 01:43:04 +0000 2018,0.814,0.0,0.186,An adorable little boy and his toy car crashed this Al Jazeera interview https://t.co/KR9NMahw3g https://t.co/eOQH9BqMn6,9,@CNN
209,0.296,Tue Jan 09 01:36:29 +0000 2018,0.896,0.0,0.104,"""I'm going to tell you a quick story"": Asked what he thinks of the prospect of Oprah Winfrey making a presidential… https://t.co/1YyNLqZ5zW",10,@CNN
210,0.34,Tue Jan 09 01:31:55 +0000 2018,0.893,0.0,0.107,"RT @OutFrontCNN: As it was reported that President Donald Trump spends three hours every morning engaging in ""executive time,"" the internet…",11,@CNN
211,0.0,Tue Jan 09 01:31:05 +0000 2018,1.0,0.0,0.0,Who is Kim Jong Un? Separating myth from fact https://t.co/YLfj9DqP4A https://t.co/QniGwENk8W,12,@CNN
212,0.4019,Tue Jan 09 01:30:05 +0000 2018,0.886,0.0,0.114,RT @AC360: Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are discussing how…,13,@CNN
213,0.4404,Tue Jan 09 01:27:10 +0000 2018,0.818,0.0,0.182,Everything you need to know about the College Football Playoff National Championship https://t.co/VSuaI8RhUz https://t.co/NSbp3Xsllt,14,@CNN
214,0.0,Tue Jan 09 01:21:31 +0000 2018,1.0,0.0,0.0,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/SKcvqZNmkD",15,@CNN
215,0.0,Tue Jan 09 01:13:55 +0000 2018,1.0,0.0,0.0,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/yShbc1wTbN,16,@CNN
216,0.0,Tue Jan 09 01:02:13 +0000 2018,1.0,0.0,0.0,"Democratic Sen. Kirsten Gillibrand, who has been mentioned as a formidable 2020 presidential candidate, said Oprah… https://t.co/F0mf8kshh5",17,@CNN
217,-0.6249,Tue Jan 09 00:57:24 +0000 2018,0.769,0.231,0.0,"Russia is hindering the fight against ISIS in Syria, an official from the US-led coalition fighting ISIS says… https://t.co/0WKwcifyXp",18,@CNN
218,-0.7269,Tue Jan 09 00:50:41 +0000 2018,0.783,0.217,0.0,"Dr. Allen Frances on Donald Trump: ""It's an insult to the mentally ill to say that the reason he shouldn't be in of… https://t.co/Oll3AtFSpM",19,@CNN
219,0.0,Tue Jan 09 00:49:17 +0000 2018,1.0,0.0,0.0,"As North Korean representatives prepare to meet their South Korean counterparts for the first time since 2015,… https://t.co/U1swTmjIAk",20,@CNN
220,0.7003,Tue Jan 09 02:35:03 +0000 2018,0.766,0.0,0.234,"Delegates from North Korea and South Korea greeted each other with a ""Happy New Year"" as they arrived at the Peace… https://t.co/6rYxzhGkzN",21,@CNN
221,0.0,Tue Jan 09 02:31:06 +0000 2018,1.0,0.0,0.0,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/47kkDmG2xK,22,@CNN
222,0.4404,Tue Jan 09 02:26:29 +0000 2018,0.868,0.0,0.132,Fans waiting in the rain for the college football playoff championship game in Atlanta had a mixed reaction to Pres… https://t.co/20nw3IDvxr,23,@CNN
223,0.0,Tue Jan 09 02:21:06 +0000 2018,1.0,0.0,0.0,President Donald Trump has tasked chief of staff John Kelly with shepherding his immigration proposals through Cong… https://t.co/XZjr81vYdH,24,@CNN
224,0.2235,Tue Jan 09 02:11:07 +0000 2018,0.9,0.0,0.1,The White House re-nominates KT McFarland for an administrative post despite warnings from Democrats they are unlik… https://t.co/VP6E0NKcQg,25,@CNN
225,0.3612,Tue Jan 09 02:05:19 +0000 2018,0.865,0.0,0.135,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/AdWpHyCdMX",26,@CNN
226,0.2023,Tue Jan 09 02:01:06 +0000 2018,0.899,0.0,0.101,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/Fcg6WgY1nZ https://t.co/EPlm7dqr6H,27,@CNN
227,0.296,Tue Jan 09 01:51:06 +0000 2018,0.885,0.0,0.115,President Trump signed a measure creating a new national historic park for Martin Luther King Jr. during a trip to… https://t.co/pb2SeMsNTL,28,@CNN
228,0.4939,Tue Jan 09 01:43:04 +0000 2018,0.814,0.0,0.186,An adorable little boy and his toy car crashed this Al Jazeera interview https://t.co/KR9NMahw3g https://t.co/eOQH9BqMn6,29,@CNN
229,0.296,Tue Jan 09 01:36:29 +0000 2018,0.896,0.0,0.104,"""I'm going to tell you a quick story"": Asked what he thinks of the prospect of Oprah Winfrey making a presidential… https://t.co/1YyNLqZ5zW",30,@CNN
230,0.34,Tue Jan 09 01:31:55 +0000 2018,0.893,0.0,0.107,"RT @OutFrontCNN: As it was reported that President Donald Trump spends three hours every morning engaging in ""executive time,"" the internet…",31,@CNN
231,0.0,Tue Jan 09 01:31:05 +0000 2018,1.0,0.0,0.0,Who is Kim Jong Un? Separating myth from fact https://t.co/YLfj9DqP4A https://t.co/QniGwENk8W,32,@CNN
232,0.4019,Tue Jan 09 01:30:05 +0000 2018,0.886,0.0,0.114,RT @AC360: Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are discussing how…,33,@CNN
233,0.4404,Tue Jan 09 01:27:10 +0000 2018,0.818,0.0,0.182,Everything you need to know about the College Football Playoff National Championship https://t.co/VSuaI8RhUz https://t.co/NSbp3Xsllt,34,@CNN
234,0.0,Tue Jan 09 01:21:31 +0000 2018,1.0,0.0,0.0,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/SKcvqZNmkD",35,@CNN
235,0.0,Tue Jan 09 01:13:55 +0000 2018,1.0,0.0,0.0,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/yShbc1wTbN,36,@CNN
236,0.0,Tue Jan 09 01:02:13 +0000 2018,1.0,0.0,0.0,"Democratic Sen. Kirsten Gillibrand, who has been mentioned as a formidable 2020 presidential candidate, said Oprah… https://t.co/F0mf8kshh5",37,@CNN
237,-0.6249,Tue Jan 09 00:57:24 +0000 2018,0.769,0.231,0.0,"Russia is hindering the fight against ISIS in Syria, an official from the US-led coalition fighting ISIS says… https://t.co/0WKwcifyXp",38,@CNN
238,-0.7269,Tue Jan 09 00:50:41 +0000 2018,0.783,0.217,0.0,"Dr. Allen Frances on Donald Trump: ""It's an insult to the mentally ill to say that the reason he shouldn't be in of… https://t.co/Oll3AtFSpM",39,@CNN
239,0.0,Tue Jan 09 00:49:17 +0000 2018,1.0,0.0,0.0,"As North Korean representatives prepare to meet their South Korean counterparts for the first time since 2015,… https://t.co/U1swTmjIAk",40,@CNN
240,-0.4404,Tue Jan 09 00:47:31 +0000 2018,0.861,0.139,0.0,"Dr. John Gartner: ""I think it's a scandal that Donald Trump is not going to receive a neuropsychological exam durin… https://t.co/pxCbiAGjL5",41,@CNN
241,-0.3612,Tue Jan 09 00:33:53 +0000 2018,0.848,0.152,0.0,Republican senators who once criticized Trump have learned how to work with him https://t.co/90bYC9g5YW https://t.co/GOPyYE5JIj,42,@CNN
242,0.0,Tue Jan 09 00:16:06 +0000 2018,1.0,0.0,0.0,"Self-driving cars are cruising the Las Vegas streets this week for #CES2018, and anyone can catch a ride… https://t.co/XW4JGUD6jX",43,@CNN
243,0.0,Tue Jan 09 00:12:39 +0000 2018,1.0,0.0,0.0,House Minority Leader Nancy Pelosi gave mixed reviews about whether Oprah is the right candidate for Democrats to p… https://t.co/7StEV39KX5,44,@CNN
244,0.128,Mon Jan 08 23:56:17 +0000 2018,0.87,0.0,0.13,Exclusive: A pair of lawmakers have unveiled a bipartisan DACA plan https://t.co/qIyLLw6kRM https://t.co/y0eiPfELQl,45,@CNN
245,-0.357,Mon Jan 08 23:47:45 +0000 2018,0.879,0.121,0.0,"""They're liars."" Author of bombshell book about President Trump says White House staff isn't being truthful about t… https://t.co/Zppr1JFltm",46,@CNN
246,0.0,Mon Jan 08 23:41:03 +0000 2018,1.0,0.0,0.0,"In the US, the rate of children injuring their eyes with air guns skyrocketed between 1990 and 2012… https://t.co/L8kf5i4XhI",47,@CNN
247,0.0,Mon Jan 08 23:36:05 +0000 2018,1.0,0.0,0.0,Dennis Kucinich is running for Ohio governor https://t.co/E5UC46PpfJ https://t.co/7aoduYggKS,48,@CNN
248,0.4767,Mon Jan 08 23:31:08 +0000 2018,0.687,0.0,0.313,Comedian Stephen Colbert extends Trump satire into animated realm https://t.co/aLHOb2nIsg https://t.co/OuuCeAZgNp,49,@CNN
249,0.7717,Mon Jan 08 23:26:07 +0000 2018,0.676,0.0,0.324,Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show.… https://t.co/LztubFPRYP,50,@CNN
250,0.0,Mon Jan 08 23:21:05 +0000 2018,1.0,0.0,0.0,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/mbEteccHTf",51,@CNN
251,-0.0258,Mon Jan 08 23:16:09 +0000 2018,0.948,0.052,0.0,President Trump touts the tax law and rural broadband initiative in his speech at the American Farm Bureau in Nashv… https://t.co/pqdIQwejzU,52,@CNN
252,-0.3818,Mon Jan 08 23:11:07 +0000 2018,0.612,0.26,0.128,Federal regulators have rejected a controversial Trump administration proposal to subsidize power plants like coal… https://t.co/UJVphl6sjW,53,@CNN
253,0.0,Mon Jan 08 23:06:04 +0000 2018,1.0,0.0,0.0,"California Republican Rep. Ed Royce, the chairman of the House Foreign Affairs Committee, will not seek re-election… https://t.co/Ks0o05xBgZ",54,@CNN
254,0.2263,Mon Jan 08 23:01:03 +0000 2018,0.759,0.101,0.139,"Fact-checking Michael Wolff: @CNNOpinion asked experts on free press and the presidency to weigh in on ""Fire and Fu… https://t.co/pRjNINHt1J",55,@CNN
255,-0.5719,Mon Jan 08 22:56:02 +0000 2018,0.778,0.222,0.0,Rex Tillerson stands his ground in the face of Trump administration chaos https://t.co/qzeifFO9v0 https://t.co/hGucqUDtfo,56,@CNN
256,0.3612,Mon Jan 08 22:47:11 +0000 2018,0.848,0.0,0.152,An Oprah campaign might (literally) look like this | Analysis by CNN's Brenna Williams https://t.co/Ke1NPDqEJJ https://t.co/2lundLwzLH,57,@CNN
257,-0.1902,Mon Jan 08 22:40:25 +0000 2018,0.929,0.071,0.0,American voters are big fans of Oprah Winfrey -- but a poll last March found that most didn't want her to run for P… https://t.co/YZlDkM79eM,58,@CNN
258,-0.1847,Mon Jan 08 22:32:26 +0000 2018,0.664,0.2,0.136,"""'If you make me happy, I don't care who else you make unhappy' is essentially the US foreign policy now."" - Michae… https://t.co/MTxRWCgA7s",59,@CNN
259,0.5859,Mon Jan 08 22:30:46 +0000 2018,0.826,0.0,0.174,It's a complicated political question: How can the GOP give President Trump a win on the wall without alienating De… https://t.co/l517xeC4bQ,60,@CNN
260,0.0,Mon Jan 08 22:21:52 +0000 2018,1.0,0.0,0.0,Oprah Winfrey's Golden Globes speech sends Weight Watchers stock soaring https://t.co/jxKSbqlIeM https://t.co/8uTgJhWU7L,61,@CNN
261,0.0,Mon Jan 08 22:20:38 +0000 2018,1.0,0.0,0.0,"The Trump administration's decision to end a program that allowed about 250,000 Salvadorans to stay in the US could… https://t.co/V7K7ol43sK",62,@CNN
262,0.0516,Mon Jan 08 22:16:20 +0000 2018,0.644,0.155,0.201,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/CqdrL3NDSQ",63,@CNN
263,0.0,Mon Jan 08 22:15:10 +0000 2018,1.0,0.0,0.0,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/DeAwBuIWZX",64,@CNN
264,-0.8271,Mon Jan 08 22:03:32 +0000 2018,0.661,0.339,0.0,"""Fire and Fury"" author Michael Wolff says 100 percent of the people around the President believe he's incapable of… https://t.co/3hlV1S4Fl4",65,@CNN
265,0.25,Mon Jan 08 22:00:52 +0000 2018,0.889,0.0,0.111,"The Trump administration will end protections for more than 200,000 Salvadorans, granted by the Bush administration… https://t.co/1VK579Z9YB",66,@CNN
266,-0.296,Mon Jan 08 21:50:49 +0000 2018,0.891,0.109,0.0,"No, this is not a painting. It’s a NASA image of Jupiter’s swirling cloud systems, enhanced by two citizen scientis… https://t.co/noHxYkVubP",67,@CNN
267,0.3612,Mon Jan 08 21:48:30 +0000 2018,0.872,0.0,0.128,RT @CNNPolitics: An Oprah campaign might (literally) look like this | GIF analysis by CNN's Brenna Williams https://t.co/lgzE55uWJM https:/…,68,@CNN
268,0.0,Mon Jan 08 21:34:04 +0000 2018,1.0,0.0,0.0,"Ibuprofen taken in doses commonly used by athletes may be linked to male infertility, a new study finds… https://t.co/btQxlo1oMG",69,@CNN
269,-0.0516,Mon Jan 08 21:33:06 +0000 2018,0.821,0.093,0.086,"RT @TheLeadCNN: .@jaketapper: It is difficult to ascertain just what the truth is behind the “Fire and Fury” book since frankly, we have tw…",70,@CNN
270,0.0,Mon Jan 08 21:32:39 +0000 2018,1.0,0.0,0.0,"""Every time the President tweets, the White House goes into a spasm."" Michael Wolff, the author of a bombshell book… https://t.co/mym8M9TXNM",71,@CNN
271,0.4019,Mon Jan 08 21:27:49 +0000 2018,0.876,0.0,0.124,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/H0GtSPBa4v,72,@CNN
272,0.4019,Mon Jan 08 21:21:23 +0000 2018,0.876,0.0,0.124,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/31FUpEnFg5,73,@CNN
273,0.0,Mon Jan 08 21:20:12 +0000 2018,1.0,0.0,0.0,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/IKo3o3oWpz",74,@CNN
274,0.6124,Mon Jan 08 21:08:39 +0000 2018,0.773,0.0,0.227,"Apple has released new security updates for iPhones, iPads, and Macs to protect users from the Spectre flaw… https://t.co/4FBhnud18f",75,@CNN
275,0.0,Mon Jan 08 21:06:13 +0000 2018,1.0,0.0,0.0,"Oprah would make an exceptional president, writes @sallykohn for @CNNOpinion https://t.co/Jr0RXSTf7a https://t.co/VHguceyOcp",76,@CNN
276,0.0,Mon Jan 08 21:02:05 +0000 2018,1.0,0.0,0.0,"Michael Wolff, the author of a book that has driven a wedge between President Trump and Steve Bannon, defends ""Fire… https://t.co/8uzIV8GWXg",77,@CNN
277,0.34,Mon Jan 08 20:53:11 +0000 2018,0.876,0.0,0.124,Visa and Aflac are boosting their 401(k) match in the wake of the GOP tax overhaul https://t.co/IYfE1SdJuA https://t.co/EF4avE0WbX,78,@CNN
278,0.0,Mon Jan 08 20:46:11 +0000 2018,1.0,0.0,0.0,Pizza Hut is working on self-driving delivery trucks https://t.co/mtI2ynCP2I https://t.co/sZegOnd6Xq,79,@CNN
279,0.0,Mon Jan 08 20:32:04 +0000 2018,1.0,0.0,0.0,"Rancher Cliven Bundy was released from custody Monday, according to his attorney https://t.co/7UQuRecyt1 https://t.co/H97rUymsVk",80,@CNN
280,0.2023,Mon Jan 08 20:27:08 +0000 2018,0.899,0.0,0.101,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/tFIN9QfeKR https://t.co/9or9PSCDBe,81,@CNN
281,-0.4215,Mon Jan 08 20:24:20 +0000 2018,0.81,0.138,0.052,"Michael Wolff: Steve Bannon's recent statement backing away from his criticism of Donald Trump Jr. is ""not true""… https://t.co/00QCBKJyx8",82,@CNN
282,0.0,Mon Jan 08 20:20:18 +0000 2018,1.0,0.0,0.0,A record-breaking 22 women are now serving in the US Senate https://t.co/rk4tZEaqDm https://t.co/kIjVa9H0PJ,83,@CNN
283,0.0,Mon Jan 08 20:10:03 +0000 2018,1.0,0.0,0.0,Here's what Oprah Winfrey said at the Golden Globes last night https://t.co/oJ7E60GG4j https://t.co/uLfVv6EqVR,84,@CNN
284,0.0,Mon Jan 08 20:03:22 +0000 2018,1.0,0.0,0.0,A conservative watchdog group led by Steve Bannon tried to discredit Donald Trump in the early stages of the 2016 G… https://t.co/ogV8AHK2fV,85,@CNN
285,0.3612,Mon Jan 08 20:00:20 +0000 2018,0.865,0.0,0.135,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/3LncKlJR4M",86,@CNN
286,0.3612,Mon Jan 08 20:00:06 +0000 2018,0.857,0.0,0.143,"With the press of a button, LG Display's 65-inch screen rolls up like a yoga mat https://t.co/8iKXUOG0G0 https://t.co/YUPG0FinkM",87,@CNN
287,-0.6597,Mon Jan 08 19:50:11 +0000 2018,0.804,0.196,0.0,"Just in: Mitt Romney was treated for prostate cancer over the summer. Source says his prognosis is ""good""… https://t.co/rQjpinr0Jj",88,@CNN
288,0.0,Mon Jan 08 19:40:06 +0000 2018,1.0,0.0,0.0,The world's most punctual airports and airlines in 2018 revealed https://t.co/8BdoyelPs8 https://t.co/7KBcoYu2kb,89,@CNN
